Time,IR_brachial,IR_ankle
56375,108007,104640
56380,108014,104598
56385,108025,104607
56389,108052,104603
56394,108057,104590
56399,108022,104576
56404,107985,104587
56410,108018,104574
56415,108026,104560
56420,108010,104507
56425,108017,104511
56429,108043,104533
56434,108058,104554
56439,108011,104527
56444,107981,104517
56450,108011,104532
56455,108018,104533
56460,108018,104497
56465,108038,104467
56469,108039,104477
56474,108057,104520
56479,108006,104513
56484,107985,104483
56489,108012,104534
56495,108048,104531
56500,108023,104485
56505,108039,104479
56509,108049,104504
56514,108069,104508
56519,108008,104516
56524,108024,104520
56529,108041,104556
56535,108048,104551
56540,108042,104514
56545,108069,104542
56550,108086,104537
56554,108072,104552
56559,108044,104561
56564,108034,104577
56569,108059,104590
56574,108055,104661
56580,108064,104616
56585,108085,104556
56590,108112,104577
56594,108093,104593
56599,108039,104600
56604,108067,104617
56609,108066,104626
56614,108082,104655
56620,108085,104644
56625,108127,104613
56630,108108,104614
56634,108081,104642
56639,108043,104651
56644,108070,104636
56649,108093,104661
56654,108087,104680
56659,108097,104690
56665,108114,104628
56670,108127,104610
56675,108096,104647
56679,108077,104662
56684,108091,104685
56689,108107,104706
56694,108108,104684
56699,108116,104710
56705,108142,104673
56710,108150,104636
56715,108086,104665
56719,108064,104686
56724,108122,104712
56729,108128,104689
56734,108146,104749
56739,108163,104726
56744,108172,104682
56750,108138,104677
56755,108128,104678
56759,108113,104684
56764,108159,104706
56769,108143,104706
56774,108158,104715
56779,108173,104759
56784,108185,104730
56790,108135,104661
56795,108110,104678
56799,108141,104719
56804,108145,104716
56809,108145,104713
56814,108147,104719
56819,108155,104759
56824,108166,104746
56829,108093,104721
56835,108066,104682
56840,108099,104724
56844,108111,104739
56849,108117,104760
56854,108113,104727
56859,108151,104720
56864,108122,104733
56869,108076,104712
56875,108055,104664
56880,108091,104702
56884,108105,104702
56889,108102,104700
56894,108094,104697
56899,108122,104710
56904,108106,104702
56909,108065,104650
56914,108055,104642
56920,108083,104618
56923,108092,104638
56928,108086,104627
56934,108108,104627
56939,108107,104650
56944,108075,104642
56949,108049,104599
56954,108085,104567
56960,108090,104558
56963,108083,104567
56968,108081,104568
56974,108101,104593
56979,108118,104613
56984,108081,104661
56989,108069,104599
56994,108100,104562
56999,108107,104550
57003,108105,104574
57008,108103,104597
57013,108139,104585
57019,108134,104610
57024,108095,104618
57029,108068,104638
57034,108096,104566
57039,108104,104576
57044,108102,104601
57048,108107,104630
57053,108133,104635
57059,108080,104654
57064,108045,104687
57069,108065,104704
57074,108098,104631
57079,108092,104632
57084,108081,104654
57088,108088,104674
57093,108113,104705
57099,108055,104720
57104,108037,104745
57109,108064,104732
57114,108078,104711
57119,108070,104680
57124,108090,104711
57127,108076,104726
57133,108085,104765
57139,108044,104745
57144,108043,104778
57149,108054,104786
57154,108062,104729
57159,108085,104711
57164,108058,104732
57167,108049,104761
57174,108041,104759
57179,108022,104791
57184,108058,104791
57189,108068,104788
57194,108069,104748
57199,108064,104722
57202,108082,104770
57208,108034,104790
57213,108054,104806
57219,108077,104840
57224,108073,104789
57229,108078,104769
57234,108063,104754
57238,108078,104767
57243,108049,104796
57248,108081,104803
57253,108086,104834
57259,108105,104801
57264,108084,104734
57269,108090,104748
57273,108104,104780
57278,108081,104786
57283,108094,104813
57288,108092,104800
57293,108105,104814
57298,108111,104790
57304,108101,104767
57308,108081,104812
57313,108085,104810
57318,108078,104816
57323,108054,104837
57328,108067,104779
57333,108057,104762
57338,108054,104794
57342,108031,104813
57348,108026,104812
57353,108023,104838
57359,108025,104857
57364,108015,104822
57369,108004,104781
57372,108007,104824
57378,107962,104839
57383,107977,104857
57389,107975,104870
57394,107973,104798
57399,107968,104761
57403,107961,104770
57408,107959,104827
57413,107953,104815
57418,107950,104730
57423,107937,104684
57428,107939,104738
57433,107938,104741
57438,107955,104754
57443,107946,104763
57448,107956,104690
57453,107943,104673
57457,107930,104696
57463,107917,104756
57468,107933,104710
57474,107930,104663
57479,107924,104645
57483,107920,104681
57488,107932,104755
57493,107922,104699
57498,107927,104662
57503,107926,104644
57507,107927,104678
57513,107925,104707
57519,107900,104673
57524,107913,104663
57529,107920,104678
57532,107917,104690
57538,107934,104725
57543,107911,104655
57548,107923,104658
57553,107922,104678
57558,107912,104707
57563,107925,104739
57568,107916,104698
57573,107921,104676
57577,107905,104735
57583,107926,104778
57588,107904,104729
57593,107912,104699
57598,107926,104737
57603,107925,104780
57608,107921,104804
57613,107911,104755
57618,107918,104727
57622,107917,104784
57628,107914,104806
57633,107908,104782
57638,107920,104785
57643,107902,104811
57648,107914,104845
57653,107916,104774
57658,107901,104809
57662,107893,104846
57668,107912,104833
57673,107898,104797
57678,107910,104842
57682,107915,104841
57688,107917,104841
57693,107913,104799
57697,107916,104843
57703,107928,104836
57708,107922,104813
57713,107936,104852
57717,107944,104870
57723,107938,104858
57729,107943,104838
57732,107934,104857
57738,107929,104849
57743,107933,104832
57747,107944,104869
57753,107952,104848
57758,107944,104842
57762,107933,104881
57768,107962,104831
57774,107952,104855
57777,107954,104889
57783,107957,104812
57788,107953,104866
57792,107972,104891
57798,107965,104840
57803,107965,104871
57807,107973,104891
57814,107959,104851
57817,107960,104899
57823,107965,104863
57827,107948,104874
57833,107959,104849
57837,107950,104877
57843,107932,104877
57847,107936,104887
57853,107925,104860
57857,107918,104877
57863,107909,104852
57867,107903,104907
57873,107892,104875
57877,107886,104898
57883,107861,104872
57887,107873,104903
57893,107867,104880
57896,107867,104890
57903,107857,104877
57907,107859,104896
57913,107839,104854
57917,107831,104871
57923,107826,104875
57927,107835,104855
57933,107830,104837
57936,107821,104816
57942,107815,104808
57947,107816,104807
57952,107823,104794
57957,107811,104785
57962,107799,104776
57967,107788,104774
57971,107802,104755
57976,107784,104766
57981,107787,104772
57987,107780,104751
57992,107776,104741
57997,107760,104741
58002,107767,104753
58007,107755,104758
58012,107737,104745
58016,107756,104763
58021,107752,104752
58027,107743,104758
58032,107750,104734
58037,107749,104754
58042,107748,104768
58047,107763,104761
58052,107749,104764
58056,107743,104772
58061,107739,104770
58066,107756,104794
58072,107744,104795
58077,107748,104798
58082,107749,104793
58087,107747,104798
58092,107753,104813
58097,107760,104832
58101,107737,104830
58106,107765,104860
58112,107740,104841
58117,107733,104844
58122,107731,104861
58127,107741,104875
58132,107728,104859
58137,107718,104852
58141,107709,104877
58146,107711,104895
58151,107681,104887
58157,107693,104900
58162,107698,104881
58167,107674,104884
58172,107679,104896
58177,107674,104903
58182,107663,104896
58186,107666,104917
58191,107657,104903
58196,107672,104912
58202,107655,104902
58207,107668,104912
58212,107659,104898
58217,107655,104912
58222,107651,104913
58226,107656,104899
58231,107654,104911
58236,107649,104913
58242,107656,104903
58247,107649,104904
58252,107642,104890
58257,107637,104897
58262,107657,104885
58267,107642,104903
58271,107655,104921
58276,107643,104910
58281,107655,104902
58287,107663,104895
58292,107658,104925
58297,107669,104903
58302,107638,104908
58307,107651,104904
58311,107649,104879
58316,107660,104891
58321,107650,104914
58327,107653,104898
58332,107642,104929
58337,107657,104911
58342,107652,104930
58347,107647,104937
58352,107632,104948
58356,107615,104954
58361,107622,104960
58366,107603,104914
58372,107611,104922
58377,107600,104980
58382,107599,104943
58387,107565,104923
58392,107570,104976
58397,107575,104983
58401,107552,104946
58406,107542,104940
58412,107549,104962
58417,107552,104933
58422,107560,104932
58427,107555,104912
58432,107549,104900
58437,107546,104899
58441,107562,104900
58446,107582,104881
58451,107580,104860
58457,107586,104868
58462,107602,104858
58467,107599,104876
58472,107596,104861
58477,107595,104812
58482,107585,104823
58486,107582,104821
58491,107581,104864
58497,107580,104858
58502,107559,104831
58507,107545,104836
58512,107538,104856
58517,107563,104837
58522,107552,104824
58526,107552,104833
58531,107571,104812
58536,107562,104829
58542,107513,104810
58547,107527,104811
58552,107511,104809
58557,107493,104794
58562,107479,104814
58567,107498,104818
58571,107468,104849
58576,107433,104853
58582,107445,104823
58587,107435,104833
58592,107446,104861
58597,107421,104840
58602,107441,104822
58607,107434,104849
58611,107452,104850
58616,107452,104874
58621,107467,104864
58627,107466,104859
58632,107462,104844
58637,107438,104879
58642,107458,104882
58647,107473,104889
58652,107581,104838
58656,107580,104857
58661,107474,104861
58667,107467,104905
58672,107500,104878
58677,107505,104890
58682,107489,104906
58687,107480,104882
58692,107483,104920
58696,107486,104918
58701,107468,104933
58706,107500,104902
58712,107503,104929
58717,107482,104950
58722,107514,104936
58727,107506,104918
58732,107512,104911
58737,107529,104924
58741,107523,104950
58756,107554,104979
58761,107556,104967
58766,107542,104948
58771,107546,104971
58776,107550,104980
58781,107559,104940
58786,107558,104924
58791,107560,104954
58796,107632,104959
58801,107618,104955
58806,107563,104947
58811,107572,105003
58816,107568,104987
58821,107586,104914
58826,107579,104914
58831,107573,104968
58835,107666,104979
58841,107644,104978
58846,107594,104983
58851,107590,104977
58856,107590,105012
58861,107580,104986
58866,107560,104950
58871,107600,104961
58875,107643,104988
58881,107598,104976
58886,107554,105003
58891,107543,105016
58896,107511,105018
58901,107512,105023
58906,107515,104993
58911,107507,104951
58915,107555,104970
58920,107527,104981
58926,107487,104983
58931,107448,104968
58936,107461,105001
58941,107463,104985
58946,107447,104945
58951,107502,104912
58956,107497,104929
58960,107450,104932
58966,107356,104925
58971,107442,104926
58976,107425,104947
58981,107418,104917
58986,107428,104854
58991,107500,104826
58996,107477,104848
59000,107410,104855
59005,107356,104853
59011,107417,104851
59016,107418,104857
59021,107417,104860
59026,107434,104822
59031,107499,104775
59036,107469,104772
59040,107361,104798
59045,107350,104817
59051,107406,104803
59056,107420,104815
59061,107398,104826
59066,107437,104826
59071,107476,104777
59076,107443,104794
59080,107323,104805
59085,107340,104825
59090,107408,104813
59096,107414,104825
59101,107412,104845
59106,107501,104850
59111,107470,104818
59116,107408,104816
59120,107366,104840
59125,107403,104844
59130,107439,104868
59136,107427,104870
59141,107446,104898
59146,107519,104895
59151,107517,104832
59156,107405,104844
59161,107366,104902
59165,107420,104890
59170,107416,104906
59175,107461,104903
59181,107464,104941
59186,107542,104947
59191,107501,104906
59196,107379,104886
59201,107394,104881
59205,107394,104909
59210,107426,104945
59215,107468,104942
59220,107474,104995
59226,107521,104950
59231,107514,104984
59236,107383,104939
59241,107415,104916
59245,107430,104956
59250,107450,104982
59255,107462,104980
59260,107513,104993
59266,107538,105004
59271,107497,105024
59276,107402,104951
59281,107407,104943
59286,107443,104955
59294,107476,104968
59299,107455,104951
59303,107491,104939
59309,107503,104975
59314,107498,104994
59319,107516,105079
59324,107555,105047
59329,107495,104943
59334,107462,104888
59339,107481,104903
59343,107501,104926
59348,107525,104959
59354,107503,104964
59359,107522,105046
59364,107558,105014
59369,107509,105008
59374,107486,104899
59378,107526,104925
59383,107531,104985
59388,107530,104989
59394,107535,104983
59399,107529,105070
59404,107540,105091
59409,107498,105015
59414,107460,104884
59418,107479,104918
59423,107488,104983
59428,107483,105015
59433,107499,104983
59439,107473,105049
59444,107445,105069
59449,107406,105018
59454,107403,104911
59458,107417,104928
59463,107413,104999
59468,107425,105021
59473,107405,104987
59479,107423,105020
59484,107380,105057
59489,107339,104997
59494,107363,104902
59498,107394,104893
59503,107385,104955
59508,107383,104940
59513,107386,104917
59518,107400,104921
59524,107356,104978
59529,107327,104930
59533,107351,104847
59538,107377,104886
59543,107393,104862
59548,107408,104864
59553,107421,104851
59558,107392,104845
59564,107361,104914
59569,107361,104912
59573,107364,104801
59578,107384,104810
59583,107371,104837
59588,107406,104813
59593,107417,104816
59598,107395,104829
59603,107347,104881
59609,107380,104914
59613,107386,104838
59618,107409,104789
59623,107405,104818
59628,107422,104812
59633,107443,104846
59638,107400,104854
59643,107369,104921
59648,107398,104900
59653,107421,104830
59658,107409,104838
59663,107431,104859
59668,107461,104859
59673,107440,104865
59678,107398,104891
59683,107390,104934
59687,107426,104925
59693,107426,104867
59698,107436,104930
59703,107468,104896
59708,107475,104906
59713,107426,104919
59718,107395,104921
59723,107411,104939
59727,107439,104993
59732,107448,104933
59738,107459,104956
59743,107460,104948
59748,107473,104943
59753,107436,104954
59758,107442,104959
59762,107444,104986
59767,107470,104984
59772,107482,104983
59778,107496,104996
59783,107526,104995
59788,107507,104986
59793,107491,104976
59798,107503,105002
59802,107512,105023
59807,107529,104980
59812,107532,104970
59817,107553,105021
59823,107578,104997
59828,107529,104993
59833,107515,105008
59838,107532,105016
59842,107544,105041
59847,107548,105020
59852,107558,105022
59857,107574,105002
59863,107584,105001
59868,107547,105024
59873,107531,105018
59877,107557,105014
59882,107568,105022
59887,107577,105015
59892,107593,105038
59897,107607,105015
59902,107611,105013
59908,107568,105023
59913,107548,105005
59917,107585,105010
59922,107592,105033
59927,107589,105011
59932,107597,105026
59937,107594,105008
59942,107544,105022
59948,107537,105035
59953,107538,105042
59957,107563,105026
59962,107541,105024
59967,107534,105041
59972,107552,105032
59977,107551,105023
59982,107477,105021
59987,107467,105042
59992,107466,105028
59997,107472,105032
60002,107481,105031
60007,107482,105043
60012,107489,105041
60017,107474,105037
60022,107435,105019
60027,107409,105037
60032,107431,104996
60037,107429,105013
60042,107437,105003
60047,107459,104979
60052,107450,105002
60057,107432,104976
60062,107398,104953
60067,107419,104932
60071,107410,104956
60077,107429,104918
60082,107419,104893
60087,107449,104901
60092,107454,104906
60097,107401,104904
60102,107382,104861
60106,107410,104873
60111,107418,104876
60116,107417,104869
60122,107449,104846
60127,107443,104861
60132,107429,104838
60137,107364,104842
60142,107385,104812
60146,107396,104831
60151,107400,104867
60156,107406,104834
60162,107440,104831
60167,107454,104827
60172,107400,104856
60177,107372,104853
60182,107406,104857
60186,107421,104857
60191,107428,104846
60196,107433,104853
60201,107464,104863
60207,107477,104874
60212,107412,104881
60217,107430,104863
60221,107448,104882
60226,107470,104899
60231,107473,104914
60236,107480,104911
60241,107494,104916
60247,107476,104923
60252,107434,104931
60257,107458,104948
60261,107475,104929
60266,107475,104938
60271,107498,104939
60276,107513,104949
60281,107506,104976
60286,107457,104958
60292,107451,104977
60295,107487,104962
60301,107494,104977
60306,107487,104999
60311,107526,105004
60316,107521,104983
60321,107504,104996
60326,107468,105006
60332,107467,105003
60335,107498,105005
60341,107504,105010
60346,107502,105020
60351,107533,105010
60356,107535,105016
60361,107483,104992
60366,107472,105027
60369,107504,105014
60376,107516,105028
60381,107530,105015
60386,107533,105036
60391,107545,105047
60396,107544,104999
60401,107520,105039
60406,107517,105008
60409,107516,105036
60416,107544,105029
60421,107533,105025
60426,107559,105007
60431,107578,105029
60436,107541,105027
60441,107503,105029
60446,107546,105018
60449,107557,105027
60454,107559,105031
60461,107559,105032
60466,107591,105026
60471,107606,105029
60476,107544,105041
60481,107538,105041
60484,107583,105023
60489,107569,105031
60495,107577,105037
60500,107569,105046
60506,107597,105031
60511,107576,105058
60516,107531,105024
60521,107509,105035
60524,107527,105055
60529,107517,105061
60535,107505,105064
60540,107527,105055
60546,107529,105055
60551,107490,105044
60556,107470,105064
60559,107479,105047
60564,107482,105066
60569,107473,105075
60575,107477,105063
60580,107495,105045
60585,107471,105047
60591,107427,105057
60596,107430,105020
60599,107440,105013
60604,107442,105017
60609,107437,104999
60614,107460,104995
60620,107463,104963
60625,107428,104957
60631,107394,104955
60634,107427,104941
60639,107426,104929
60644,107419,104900
60649,107456,104902
60655,107463,104892
60660,107451,104880
60665,107428,104882
60670,107390,104856
60674,107426,104895
60679,107452,104855
60684,107440,104859
60689,107462,104869
60695,107466,104847
60700,107433,104838
60705,107409,104847
60710,107424,104855
60713,107459,104842
60719,107450,104876
60724,107445,104866
60729,107466,104852
60735,107461,104876
60740,107439,104843
60745,107437,104871
60748,107470,104879
60753,107487,104891
60759,107480,104880
60764,107493,104888
60769,107506,104885
60775,107486,104895
60780,107467,104920
60785,107459,104900
60788,107498,104919
60793,107489,104939
60798,107519,104915
60804,107498,104943
60809,107513,104943
60815,107472,104955
60820,107451,104965
60823,107493,104961
60828,107499,104979
60833,107511,104973
60838,107516,104979
60844,107548,104990
60849,107530,105013
60855,107489,104996
60860,107478,104986
60863,107513,105013
60868,107513,105006
60873,107523,105010
60878,107528,105032
60883,107550,105021
60889,107537,105024
60894,107498,105023
60899,107493,105057
60903,107519,105017
60908,107528,105042
60913,107541,105059
60918,107549,105040
60923,107571,105044
60929,107514,105063
60934,107503,105042
60939,107509,105041
60943,107531,105058
60948,107552,105047
60953,107544,105068
60958,107554,105040
60963,107587,105048
60968,107516,105041
60974,107525,105050
60978,107554,105052
60983,107554,105043
60988,107564,105049
60993,107586,105045
60998,107610,105034
61003,107607,105048
61008,107568,105058
61014,107553,105058
61018,107588,105039
61023,107598,105047
61028,107585,105066
61033,107619,105052
61038,107622,105064
61043,107589,105078
61048,107562,105050
61053,107576,105052
61058,107589,105068
61063,107587,105074
61068,107590,105073
61073,107593,105039
61078,107606,105063
61083,107554,105070
61088,107523,105075
61093,107544,105070
61097,107544,105076
61103,107550,105072
61108,107540,105079
61113,107565,105080
61118,107538,105072
61123,107512,105065
61128,107479,105066
61133,107488,105056
61137,107508,105066
61143,107500,105046
61148,107512,105046
61153,107523,105037
61158,107496,105053
61163,107467,105036
61168,107449,105014
61173,107481,104992
61177,107467,104990
61182,107468,104988
61188,107482,104977
61193,107498,104973
61198,107460,104954
61203,107441,104942
61208,107447,104922
61213,107468,104886
61217,107473,104907
61222,107464,104902
61228,107494,104899
61233,107488,104929
61238,107440,104890
61243,107431,104891
61248,107473,104856
61253,107490,104851
61257,107477,104864
61262,107516,104875
61267,107533,104868
61273,107500,104897
61278,107472,104904
61283,107465,104896
61288,107488,104836
61293,107500,104835
61297,107504,104872
61302,107523,104887
61307,107541,104892
61313,107537,104910
61318,107465,104906
61323,107500,104907
61328,107510,104873
61333,107518,104852
61337,107528,104906
61342,107550,104931
61347,107548,104918
61352,107507,104938
61358,107489,104937
61363,107512,104970
61368,107526,104932
61373,107552,104899
61377,107552,104953
61382,107558,104988
61387,107554,105001
61392,107521,105003
61398,107520,105001
61403,107521,105028
61408,107524,105017
61413,107546,104970
61418,107553,104998
61422,107562,105019
61427,107535,105034
61432,107506,105049
61437,107530,105029
61443,107551,105096
61448,107567,105048
61453,107563,105000
61458,107564,105035
61462,107586,105049
61467,107527,105036
61472,107530,105079
61477,107537,105100
61483,107556,105115
61488,107561,105096
61493,107566,105038
61498,107596,105029
61502,107595,105057
61507,107550,105076
61512,107553,105076
61517,107562,105068
61522,107590,105058
61528,107590,105071
61533,107599,105047
61538,107616,105010
61542,107598,105053
61547,107590,105059
61552,107586,105071
61557,107589,105051
61562,107610,105066
61568,107602,105116
61573,107619,105026
61578,107647,105020
61582,107605,105046
61587,107572,105066
61592,107610,105073
61597,107623,105054
61602,107632,105107
61607,107645,105095
61613,107648,105043
61618,107660,105026
61623,107592,105061
61627,107596,105069
61632,107621,105067
61637,107626,105068
61642,107606,105102
61647,107633,105124
61652,107634,105064
61658,107611,105048
61663,107555,105046
61667,107554,105085
61672,107559,105076
61677,107571,105069
61682,107552,105107
61687,107570,105150
61692,107584,105097
61698,107532,105052
61703,107509,105046
61707,107513,105080
61712,107529,105071
61717,107531,105080
61722,107527,105081
61727,107534,105072
61732,107539,105048
61737,107493,105017
61743,107458,104991
61747,107490,104972
61752,107508,104978
61757,107508,104983
61762,107507,104982
61767,107523,104977
61772,107541,104943
61777,107495,104916
61783,107464,104882
61788,107506,104881
61792,107507,104907
61797,107515,104912
61802,107507,104894
61807,107541,104923
61812,107533,104927
61817,107476,104880
61822,107476,104860
61828,107512,104874
61832,107515,104873
61837,107509,104884
61842,107551,104902
61847,107564,104925
61852,107537,104913
61857,107500,104896
61862,107504,104871
61868,107529,104842
61872,107545,104907
61877,107542,104908
61882,107557,104911
61887,107592,104909
61892,107521,104935
61897,107499,104963
61902,107522,104938
61907,107533,104919
61913,107561,104936
61917,107546,104949
61922,107581,104951
61927,107590,104962
61932,107544,104990
61937,107516,104971
61942,107553,104944
61947,107561,104942
61953,107563,104967
61957,107553,104987
61962,107582,105012
61967,107587,105000
61972,107550,105034
61977,107532,105087
61982,107552,105026
61987,107558,104978
61992,107575,104994
61997,107573,105030
62002,107605,105036
62007,107604,105046
62012,107567,105056
62017,107551,105047
62022,107565,105068
62027,107598,105027
62032,107597,105005
62038,107610,105042
62042,107600,105079
62047,107637,105077
62052,107584,105086
62057,107561,105058
62062,107598,105086
62067,107609,105095
62072,107605,105027
62077,107614,105046
62082,107611,105082
62087,107629,105060
62092,107591,105080
62097,107586,105097
62102,107612,105102
62107,107638,105089
62112,107644,105052
62117,107632,105032
62121,107632,105064
62127,107616,105085
62132,107594,105093
62137,107605,105082
62142,107636,105090
62147,107644,105090
62152,107632,105050
62157,107650,105040
62162,107640,105063
62167,107640,105066
62172,107622,105104
62177,107638,105073
62182,107646,105065
62187,107658,105101
62192,107649,105054
62197,107656,105044
62202,107652,105041
62206,107607,105086
62212,107596,105068
62217,107607,105070
62222,107613,105089
62227,107610,105089
62232,107617,105091
62237,107606,105044
62242,107587,105048
62246,107580,105065
62252,107553,105060
62257,107562,105065
62262,107567,105084
62267,107569,105105
62272,107568,105057
62277,107554,105006
62282,107543,105010
62286,107558,105035
62291,107515,105013
62297,107544,104998
62302,107527,104996
62307,107552,105017
62312,107532,104988
62317,107539,104941
62322,107540,104916
62325,107510,104944
62331,107519,104931
62337,107546,104890
62342,107527,104884
62347,107541,104884
62352,107528,104915
62357,107526,104869
62362,107533,104817
62367,107524,104835
62371,107533,104860
62376,107543,104846
62382,107537,104860
62387,107535,104869
62392,107522,104880
62397,107531,104818
62402,107544,104831
62407,107527,104814
62410,107536,104842
62415,107545,104841
62422,107548,104854
62427,107549,104878
62432,107550,104881
62437,107550,104887
62442,107548,104836
62447,107551,104806
62450,107568,104851
62455,107553,104877
62460,107570,104884
62467,107566,104893
62472,107581,104917
62477,107573,104906
62482,107571,104877
62487,107565,104865
62490,107583,104884
62495,107576,104916
62500,107571,104924
62507,107583,104923
62512,107598,104948
62517,107580,104968
62522,107585,104893
62527,107592,104884
62532,107585,104925
62535,107600,104955
62540,107581,104968
62546,107596,104955
62552,107584,104998
62557,107598,105034
62562,107600,104995
62567,107599,104913
62572,107611,104983
62575,107598,104989
62580,107612,105004
62585,107616,105025
62592,107605,105032
62597,107619,105060
62602,107611,105041
62607,107621,104977
62612,107627,105007
62615,107634,105016
62620,107634,105020
62625,107618,105044
62631,107624,105035
62637,107639,105029
62642,107616,105068
62647,107638,105012
62652,107635,104996
62655,107638,105015
62660,107642,105045
62665,107648,105045
62670,107639,105046
62675,107634,105030
62682,107644,105063
62687,107655,105002
62692,107654,104987
62697,107664,105021
62700,107667,105029
62705,107650,105027
62710,107665,105049
62715,107663,105050
62722,107663,105082
62727,107676,105034
62732,107674,104998
62737,107676,105040
62740,107684,105035
62745,107661,105046
62750,107664,105030
62755,107674,105075
62760,107679,105045
62767,107671,105032
62772,107665,105002
62777,107664,105029
62780,107654,105053
62785,107658,105044
62790,107653,105058
62795,107636,105056
62800,107637,105091
62806,107613,105100
62811,107622,105029
62816,107593,105024
62820,107591,105057
62825,107590,105075
62830,107596,105058
62835,107580,105058
62840,107574,105049
62845,107579,105066
62851,107564,105036
62856,107564,104991
62862,107573,105009
62865,107563,104981
62870,107562,105010
62875,107537,105001
62880,107564,104996
62885,107553,104972
62891,107557,104926
62896,107552,104916
62902,107555,104905
62905,107518,104891
62910,107544,104891
62915,107541,104886
62920,107547,104881
62925,107527,104942
62930,107538,104888
62936,107538,104845
62941,107544,104833
62945,107537,104857
62950,107533,104859
62955,107541,104858
62960,107531,104856
62965,107543,104912
62970,107553,104880
62976,107550,104824
62981,107540,104808
62985,107562,104815
62990,107561,104848
62995,107572,104836
63000,107564,104855
63005,107552,104902
63010,107554,104918
63015,107557,104835
63021,107572,104823
63025,107568,104858
63030,107567,104877
63035,107578,104865
63040,107567,104904
63045,107562,104931
63050,107552,104914
63055,107585,104930
63060,107569,104882
63066,107563,104862
63070,107580,104925
63075,107577,104937
63080,107572,104922
63085,107571,104969
63090,107583,104954
63095,107596,104949
63100,107575,104942
63106,107580,104946
63110,107545,104958
63115,107597,104981
63120,107582,104983
63125,107583,105026
63130,107570,105064
63135,107591,105011
63140,107570,104971
63145,107565,104997
63150,107578,104998
63155,107588,105021
63160,107581,105028
63165,107604,105042
63170,107605,105072
63175,107601,105036
63180,107587,105013
63185,107603,104993
63190,107585,105030
63195,107598,105029
63200,107590,105044
63205,107607,105033
63210,107621,105057
63215,107608,105051
63220,107606,105031
63225,107617,105000
63229,107619,105031
63235,107621,105029
63240,107605,105042
63245,107616,105023
63250,107617,105057
63255,107612,105042
63260,107621,105014
63265,107603,105009
63270,107622,105024
63275,107600,105046
63280,107632,105039
63285,107636,105047
63290,107634,105051
63295,107642,105088
63300,107606,105052
63305,107630,105020
63310,107634,105016
63314,107632,105032
63320,107639,105064
63325,107648,105048
63330,107652,105073
63335,107633,105128
63340,107637,105077
63345,107637,105035
63350,107635,105034
63354,107622,105060
63360,107612,105071
63365,107606,105082
63370,107612,105073
63375,107602,105108
63380,107587,105103
63385,107588,105043
63390,107584,105025
63395,107577,105063
63399,107559,105081
63405,107559,105094
63410,107558,105080
63415,107546,105090
63420,107543,105114
63425,107539,105042
63430,107536,105020
63435,107554,105009
63439,107540,105016
63444,107533,105007
63450,107527,105007
63455,107509,105005
63460,107503,104979
63465,107501,104973
63470,107515,104912
63475,107507,104893
63480,107501,104889
63484,107505,104906
63490,107523,104894
63495,107507,104892
63500,107503,104915
63505,107504,104871
63510,107509,104845
63515,107495,104845
63520,107495,104809
63524,107496,104833
63529,107509,104848
63535,107494,104843
63540,107503,104848
63545,107503,104860
63550,107509,104873
63555,107493,104811
63560,107504,104805
63564,107503,104829
63569,107512,104853
63575,107514,104849
63580,107496,104866
63585,107505,104878
63590,107510,104900
63595,107493,104820
63600,107504,104831
63605,107506,104825
63609,107509,104866
63614,107487,104873
63620,107512,104890
63625,107502,104894
63630,107515,104945
63635,107521,104879
63640,107523,104879
63645,107505,104871
63649,107516,104894
63654,107506,104937
63660,107520,104913
63665,107518,104946
63670,107517,104967
63675,107510,104956
63680,107516,104938
63685,107513,104920
63689,107516,104951
63694,107549,104975
63699,107515,104972
63705,107519,104985
63710,107517,105029
63715,107526,105018
63720,107537,104985
63725,107520,104957
63730,107539,104949
63734,107550,105005
63739,107619,105003
63745,107537,104997
63750,107549,105012
63755,107549,105033
63760,107567,105027
63765,107550,104979
63770,107548,104987
63774,107598,105009
63779,107637,105004
63784,107565,105003
63790,107541,105026
63795,107559,105036
63800,107573,105048
63805,107556,105018
63810,107574,104980
63814,107650,105017
63819,107643,105029
63824,107578,105021
63830,107595,105025
63835,107581,105042
63840,107588,105041
63845,107591,105008
63850,107575,104975
63855,107702,104998
63859,107661,105017
63864,107558,104996
63869,107612,105028
63875,107616,105047
63880,107605,105050
63885,107613,104973
63890,107622,105036
63895,107691,104998
63899,107676,105028
63904,107543,105034
63909,107614,105042
63915,107608,105048
63920,107612,105049
63925,107618,105058
63930,107684,105005
63935,107679,105016
63939,107631,105046
63944,107535,105040
63949,107607,105057
63954,107609,105083
63960,107597,105070
63965,107621,105043
63970,107692,105067
63975,107641,105021
63979,107556,105052
63984,107506,105067
63989,107549,105080
63994,107564,105096
64000,107550,105063
64005,107583,105105
64010,107631,105049
64015,107595,105033
64019,107419,105027
64024,107446,105039
64029,107505,105032
64034,107506,105027
64039,107498,105037
64045,107561,105003
64050,107567,104925
64055,107531,104900
64060,107411,104940
64064,107428,104946
64069,107460,104914
64074,107498,104921
64079,107507,104894
64084,107564,104916
64090,107561,104869
64095,107479,104855
64100,107434,104850
64104,107535,104852
64109,107452,104851
64114,107488,104859
64119,107482,104863
64124,107570,104887
64130,107543,104838
64135,107449,104842
