Time,IR_brachial,IR_ankle
22884,109221,104068
22889,109237,104065
22894,109219,104063
22899,109234,104071
22904,109250,104086
22909,109179,104087
22915,109170,104082
22920,109188,104089
22924,109190,104085
22929,109189,104097
22934,109156,104082
22939,109180,104097
22944,109174,104115
22949,109141,104120
22955,109123,104098
22960,109122,104095
22964,109110,104092
22969,109135,104085
22974,109123,104105
22979,109123,104072
22984,109143,104060
22989,109113,104034
22994,109064,104016
23000,109068,104007
23004,109104,103967
23009,109090,103953
23014,109081,103923
23019,109110,103891
23024,109122,103877
23029,109117,103870
23034,109062,103835
23040,109052,103819
23044,109070,103799
23049,109090,103789
23054,109102,103779
23059,109098,103767
23064,109128,103761
23069,109098,103733
23074,109070,103723
23079,109064,103726
23084,109078,103714
23089,109083,103708
23094,109089,103704
23099,109120,103714
23104,109117,103691
23109,109114,103721
23114,109101,103736
23119,109069,103707
23123,109095,103683
23129,109113,103690
23134,109100,103699
23139,109147,103709
23144,109153,103705
23149,109114,103714
23154,109091,103714
23159,109083,103754
23163,109105,103739
23169,109124,103730
23174,109113,103743
23179,109136,103759
23184,109131,103764
23189,109119,103782
23194,109102,103786
23199,109076,103782
23202,109111,103791
23207,109118,103790
23214,109109,103829
23219,109122,103827
23224,109139,103823
23229,109126,103830
23234,109104,103849
23239,109089,103861
23242,109123,103871
23247,109120,103886
23252,109133,103890
23258,109137,103922
23263,109167,103922
23269,109151,103921
23274,109119,103933
23279,109099,103934
23282,109145,103928
23287,109138,103945
23292,109160,103942
23298,109175,103950
23303,109178,103972
23308,109159,103982
23313,109144,103976
23319,109126,103968
23322,109152,103989
23327,109160,103990
23332,109161,103967
23337,109191,103995
23343,109190,103988
23348,109170,103987
23353,109151,103986
23358,109126,103988
23362,109159,103994
23367,109170,103985
23372,109165,103975
23377,109179,103978
23383,109212,103968
23388,109178,103991
23393,109157,103981
23398,109138,103969
23402,109158,103983
23407,109169,103996
23412,109181,103985
23417,109207,103962
23422,109217,103979
23428,109209,103987
23433,109171,103972
23438,109134,103983
23442,109163,104001
23447,109185,103953
23452,109183,103960
23457,109213,103989
23462,109222,103998
23468,109202,103964
23473,109160,103970
23478,109138,103981
23482,109181,103973
23487,109180,103982
23492,109197,103984
23497,109197,103980
23502,109220,103974
23507,109236,104014
23513,109156,104004
23518,109166,103999
23522,109181,103981
23527,109185,103980
23532,109192,104005
23537,109200,103989
23542,109217,104002
23547,109222,104008
23553,109195,104026
23558,109157,104011
23562,109193,104015
23567,109230,104021
23572,109221,104032
23577,109214,104014
23582,109236,104004
23587,109254,104018
23592,109212,104017
23598,109169,104022
23603,109207,104071
23607,109233,104030
23612,109225,104038
23617,109232,104047
23622,109264,104036
23627,109283,104066
23632,109224,104062
23638,109184,104050
23643,109208,104059
23647,109239,104029
23652,109231,104069
23657,109238,104088
23662,109275,104082
23667,109269,104073
23672,109223,104080
23677,109211,104096
23683,109221,104069
23688,109247,104045
23692,109245,104100
23697,109245,104101
23702,109261,104105
23707,109271,104107
23712,109236,104091
23717,109192,104098
23723,109233,104090
23728,109217,104082
23732,109224,104126
23737,109204,104103
23742,109217,104094
23747,109220,104113
23752,109184,104131
23757,109138,104142
23762,109156,104144
23768,109163,104051
23773,109167,104112
23776,109155,104123
23781,109190,104138
23787,109173,104116
23792,109127,104120
23797,109099,104102
23802,109097,104073
23808,109136,104051
23813,109130,104020
23816,109134,103997
23821,109134,104016
23826,109153,103972
23831,109112,103948
23836,109081,103921
23842,109098,103890
23847,109103,103846
23853,109108,103820
23858,109119,103832
23861,109145,103826
23866,109136,103801
23871,109103,103793
23876,109088,103781
23881,109087,103786
23886,109113,103766
23892,109110,103733
23898,109109,103717
23901,109126,103742
23906,109145,103732
23911,109094,103728
23916,109083,103728
23921,109103,103730
23926,109112,103745
23931,109117,103704
23937,109137,103686
23941,109145,103731
23946,109135,103729
23951,109097,103760
23956,109071,103740
23961,109117,103777
23966,109118,103775
23971,109133,103727
23976,109120,103713
23982,109134,103730
23986,109156,103770
23991,109121,103795
23996,109084,103810
24001,109112,103813
24006,109139,103853
24011,109132,103817
24016,109142,103805
24022,109144,103788
24026,109150,103812
24031,109121,103857
24036,109111,103857
24041,109130,103894
24046,109149,103920
24051,109149,103920
24056,109158,103888
24061,109148,103881
24067,109177,103922
24071,109137,103929
24076,109115,103948
24081,109135,103954
24086,109158,103983
24091,109164,103994
24096,109169,104005
24101,109172,103958
24107,109182,103938
24111,109147,103988
24116,109122,103994
24121,109158,104016
24126,109175,104024
24131,109165,104026
24136,109184,104042
24141,109195,103995
24146,109209,103995
24152,109145,104013
24156,109140,104025
24161,109180,104014
24166,109183,104026
24171,109175,104053
24176,109176,104091
24181,109209,104038
24186,109209,104030
24192,109167,104005
24196,109159,104032
24201,109173,104034
24206,109184,104058
24211,109191,104054
24216,109193,104047
24221,109199,104053
24226,109209,104023
24231,109195,103996
24237,109179,103989
24241,109200,104027
24246,109203,104057
24251,109223,104019
24256,109214,104043
24261,109225,104041
24266,109241,104050
24271,109202,103973
24276,109197,103997
24281,109207,104008
24286,109239,104050
24291,109224,104041
24296,109235,104023
24301,109255,104028
24306,109281,104071
24311,109221,104062
24316,109210,104009
24322,109222,104006
24326,109227,104039
24331,109252,104027
24336,109256,104041
24341,109271,104065
24346,109299,104060
24351,109259,104048
24356,109232,104027
24361,109238,104011
24367,109263,104035
24371,109292,104076
24376,109275,104055
24381,109296,104056
24386,109312,104063
24391,109265,104086
24396,109252,104062
24401,109262,104077
24407,109303,104034
24411,109296,104075
24416,109285,104079
24421,109316,104106
24426,109335,104091
24431,109271,104089
24436,109265,104097
24441,109289,104075
24446,109313,104042
24452,109316,104087
24456,109325,104084
24461,109347,104085
24466,109353,104108
24471,109298,104114
24476,109291,104143
24481,109291,104109
24486,109314,104075
24492,109306,104057
24495,109284,104132
24501,109316,104155
24506,109317,104132
24511,109261,104154
24516,109230,104180
24521,109242,104135
24526,109271,104102
24531,109259,104099
24535,109264,104149
24540,109275,104134
24545,109285,104150
24551,109232,104144
24556,109201,104146
24561,109251,104150
24566,109229,104082
24571,109246,104066
24577,109232,104044
24580,109247,104032
24585,109258,104034
24590,109212,104001
24596,109212,104015
24601,109229,104025
24606,109242,103977
24611,109237,103904
24616,109238,103866
24620,109230,103876
24625,109254,103891
24630,109217,103851
24635,109211,103867
24641,109250,103851
24646,109226,103829
24651,109252,103753
24656,109256,103748
24659,109254,103768
24665,109227,103776
24670,109212,103752
24675,109229,103756
24680,109260,103779
24686,109257,103785
24691,109263,103760
24696,109250,103689
24699,109255,103759
24705,109244,103775
24710,109224,103753
24715,109257,103794
24720,109259,103804
24725,109264,103779
24731,109272,103762
24736,109261,103720
24741,109258,103775
24744,109257,103778
24750,109217,103774
24755,109240,103795
24760,109271,103829
24765,109264,103843
24770,109256,103849
24775,109251,103820
24781,109246,103807
24784,109254,103838
24790,109197,103870
24795,109249,103879
24800,109268,103908
24805,109263,103899
24810,109268,103937
24815,109267,103897
24820,109279,103903
24824,109281,103940
24829,109240,103962
24835,109268,103965
24840,109286,103977
24845,109287,104024
24850,109299,104027
24855,109295,104008
24860,109295,103975
24865,109285,104021
24869,109287,104017
24875,109280,104037
24880,109293,104033
24885,109308,104052
24890,109314,104041
24895,109309,104069
24900,109312,104033
24905,109300,104010
24910,109295,104053
24914,109311,104059
24920,109314,104049
24925,109321,104050
24930,109317,104092
24935,109323,104121
24940,109320,104005
24945,109326,104003
24950,109325,104023
24954,109316,104060
24960,109330,104047
24965,109316,104050
24970,109339,104059
24975,109336,104113
24980,109331,104095
24985,109324,104006
24990,109324,103999
24994,109335,104055
24999,109340,104034
25005,109334,104049
25010,109323,104049
25015,109328,104068
25020,109338,104079
25025,109357,104081
25030,109338,104026
25035,109348,104034
25039,109356,104039
25044,109351,104068
25050,109335,104054
25055,109341,104063
25060,109354,104093
25065,109340,104056
25070,109352,104036
25075,109348,104005
25079,109346,104038
25084,109362,104049
25090,109357,104073
25095,109378,104056
25100,109375,104086
25105,109378,104104
25110,109379,104085
25115,109380,104035
25120,109361,104040
25124,109380,104056
25129,109380,104069
25135,109379,104061
25140,109392,104099
25145,109378,104091
25150,109386,104083
25155,109386,104049
25160,109400,104018
25165,109381,104071
25169,109395,104077
25175,109384,104102
25180,109367,104084
25185,109391,104115
25190,109378,104111
25195,109358,104107
25200,109360,104062
25205,109360,104053
25209,109339,104115
25214,109349,104110
25220,109348,104111
25225,109329,104152
25230,109332,104128
25235,109341,104135
25240,109318,104115
25245,109299,104078
25250,109323,104114
25254,109318,104113
25260,109300,104120
25265,109295,104096
25270,109292,104084
25275,109284,104110
25280,109290,104056
25285,109286,104030
25290,109285,103985
25294,109263,103988
25299,109276,103964
25305,109274,103946
25310,109276,103946
25315,109263,103948
25320,109270,103888
25325,109252,103836
25330,109249,103836
25335,109271,103816
25339,109254,103821
25345,109257,103823
25350,109253,103816
25355,109262,103794
25360,109267,103792
25365,109246,103764
25370,109275,103763
25375,109274,103731
25378,109252,103754
25384,109261,103750
25390,109259,103769
25395,109264,103782
25400,109267,103790
25405,109261,103798
25410,109259,103741
25415,109277,103719
25418,109282,103755
25423,109265,103767
25430,109276,103754
25435,109272,103792
25440,109290,103798
25445,109285,103770
25450,109272,103768
25455,109273,103744
25458,109286,103784
25463,109269,103816
25468,109274,103821
25475,109277,103816
25480,109270,103854
25485,109284,103871
25490,109283,103818
25495,109290,103800
25500,109269,103842
25503,109271,103876
25508,109272,103882
25513,109283,103894
25520,109259,103923
25525,109272,103937
25530,109281,103889
25535,109274,103898
25540,109289,103934
25543,109253,103963
25548,109282,103963
25553,109270,103980
25560,109271,104005
25565,109266,103974
25570,109273,103979
25575,109258,103955
25580,109259,103984
25583,109280,104021
25588,109274,104042
25593,109267,104005
25600,109280,104029
25605,109262,104049
25610,109285,104021
25615,109280,104011
25620,109274,103969
25623,109290,104015
25628,109284,104008
25633,109282,104050
25638,109290,104034
25644,109285,104054
25649,109300,104054
25655,109292,104012
25660,109299,103986
25665,109307,104018
25668,109309,104023
25673,109307,104031
25678,109310,104033
25683,109323,104053
25689,109309,104081
25694,109299,104035
25700,109304,103995
25705,109318,103991
25708,109320,104019
25713,109314,104026
25718,109323,104063
25723,109326,104022
25729,109319,104038
25734,109339,104050
25739,109329,103998
25744,109333,103969
25748,109343,104013
25753,109333,104030
25758,109333,104034
25763,109351,104045
25768,109332,104077
25774,109335,104035
25779,109348,104003
25784,109344,103990
25789,109339,104012
25793,109344,104031
25798,109349,104017
25803,109338,104037
25808,109345,104034
25814,109355,104057
25819,109334,104077
25824,109349,104002
25829,109345,104015
25833,109364,104034
25838,109345,104052
25843,109355,104057
25848,109367,104051
25853,109325,104067
25859,109352,104070
25864,109357,104045
25869,109352,104019
25874,109350,104042
25878,109332,104074
25883,109344,104065
25888,109337,104058
25893,109323,104086
25899,109318,104096
25904,109296,104074
25909,109305,104083
25914,109300,104035
25918,109285,104071
25923,109285,104087
25928,109267,104089
25933,109260,104094
25938,109265,104111
25944,109249,104078
25949,109252,104035
25954,109260,104027
25959,109252,104044
25963,109234,104046
25968,109239,104020
25973,109222,103998
25978,109220,104004
25984,109212,103983
25989,109216,103979
25994,109233,103886
25999,109228,103872
26003,109220,103884
26008,109222,103859
26013,109212,103838
26018,109216,103835
26023,109203,103860
26029,109201,103824
26034,109200,103773
26039,109210,103752
26044,109211,103740
26048,109195,103755
26053,109217,103750
26058,109214,103753
26063,109210,103764
26068,109206,103779
26074,109204,103794
26079,109199,103687
26084,109209,103693
26088,109202,103722
26093,109208,103727
26098,109194,103738
26103,109210,103753
26108,109218,103795
26114,109210,103706
26119,109202,103733
26124,109213,103720
26128,109221,103752
26133,109237,103761
26138,109229,103752
26143,109226,103775
26148,109223,103808
26153,109224,103762
26159,109224,103764
26164,109228,103753
26168,109220,103790
26173,109315,103806
26178,109223,103821
26183,109225,103849
26188,109205,103871
26193,109220,103815
26199,109220,103825
26203,109234,103838
26208,109296,103840
26213,109218,103874
26218,109234,103908
26223,109212,103864
26228,109224,103863
26233,109231,103894
26237,109263,103917
26243,109286,103967
26248,109229,103999
26254,109234,103922
26259,109232,103943
26264,109224,103905
26267,109265,103955
26273,109292,103993
26278,109224,104025
26284,109230,103995
26289,109239,103965
26294,109231,103934
26298,109288,103969
26303,109278,104004
26308,109230,103988
26313,109235,104019
26318,109223,103948
26323,109265,103961
26328,109315,103984
26333,109259,103988
26338,109231,104033
26343,109251,103982
26348,109262,103960
26353,109323,103985
26357,109307,103988
26363,109188,104003
26369,109273,104005
26374,109260,103971
26379,109347,103951
26382,109320,103984
26388,109241,104027
26393,109270,104010
26398,109267,103983
26403,109359,103951
26407,109343,103983
26413,109230,104054
26418,109279,104006
26424,109362,103969
26429,109334,103986
26432,109277,104009
26438,109215,104002
26443,109297,103979
26448,109363,103968
26454,109341,103972
26458,109234,103999
26463,109243,104021
26468,109371,103955
26473,109388,103959
26477,109310,103980
26483,109243,104012
26488,109394,103989
26493,109369,103964
26498,109279,103996
26503,109252,104039
26508,109379,103993
26513,109324,103984
26517,109224,103998
26523,109247,104021
26528,109378,103990
26533,109283,103990
26537,109265,104005
26543,109252,104010
26548,109370,103969
26553,109230,104020
26557,109250,104026
26563,109290,104008
26568,109335,103996
26573,109243,104033
26577,109279,104041
26583,109286,104022
26589,109287,103998
26592,109277,104050
26598,109295,104014
26603,109238,104032
26607,109233,104047
26613,109262,104025
26618,109246,104037
26622,109243,104067
26628,109258,104048
26633,109215,104045
26637,109244,104086
26643,109247,104048
26648,109206,104067
26652,109216,104076
26658,109225,104006
26663,109190,104041
26667,109198,104067
26673,109214,104022
26678,109175,104033
26687,109210,104023
26692,109191,103977
26702,109163,103989
26707,109209,103896
26713,109230,103835
26722,109213,103879
26727,109170,103812
26732,109158,103796
26735,109165,103800
26740,109193,103839
26745,109177,103814
26750,109196,103862
26757,109205,103820
26762,109168,103706
26767,109136,103701
26772,109149,103675
26775,109182,103714
26780,109176,103737
26785,109184,103718
26790,109185,103816
26796,109207,103796
26801,109200,103731
26806,109141,103631
26812,109152,103691
26815,109177,103653
26820,109190,103705
26825,109187,103718
26830,109213,103754
26835,109237,103784
26841,109191,103797
26846,109159,103696
26851,109167,103628
26855,109183,103688
26860,109192,103737
26865,109184,103751
26870,109202,103744
26875,109240,103821
26881,109219,103821
26886,109161,103803
26891,109164,103674
26895,109179,103743
26900,109200,103778
26905,109193,103781
26910,109195,103788
26915,109233,103810
26920,109198,103901
26926,109180,103876
26931,109171,103841
26935,109183,103739
26940,109204,103839
26945,109185,103882
26950,109195,103866
26955,109235,103892
26960,109208,103912
26966,109166,103984
26971,109154,103939
26975,109178,103870
26980,109197,103935
26985,109199,103916
26990,109185,103932
26995,109215,103951
27000,109237,103947
27005,109174,103979
27011,109156,103999
27015,109189,103986
27020,109219,103936
27025,109196,103944
27030,109188,103941
27035,109235,103946
27040,109225,103972
27045,109200,103944
27051,109175,104013
27056,109189,103996
27060,109210,104001
27065,109232,103946
27070,109227,103955
27075,109243,103963
27080,109267,103963
27085,109227,103971
27090,109207,103963
27096,109204,104050
27100,109233,104000
27105,109235,103953
27110,109246,103949
27115,109266,103961
27120,109268,103940
27125,109253,103962
27130,109221,103929
27136,109205,103991
27140,109221,104004
27145,109242,103953
27150,109247,103950
27155,109273,103929
27160,109280,103952
27165,109243,103955
27170,109233,103971
27175,109234,103990
27179,109262,104034
27185,109267,103938
27190,109281,103952
27195,109293,103935
27200,109312,103961
27205,109256,103946
27210,109232,103960
27215,109250,103956
27218,109275,104025
27224,109295,103963
27229,109283,103970
27235,109307,103967
27240,109328,103971
27245,109283,103958
27250,109255,103968
27255,109272,103962
27258,109291,104003
27264,109293,103997
27269,109292,103975
27274,109310,103991
27279,109343,103987
27285,109285,103985
27290,109263,103990
27295,109287,103991
27298,109308,104048
27303,109305,104003
27309,109314,104038
27314,109334,104003
27319,109337,104021
27324,109318,104008
27329,109299,104019
27335,109285,104013
27338,109304,104012
27343,109306,104032
27348,109297,104025
27354,109314,104031
27359,109331,104030
27364,109286,104031
27369,109256,104045
27374,109221,104040
27378,109263,104061
27383,109243,104037
27388,109217,104058
27394,109239,104048
27399,109248,104062
27404,109212,104063
27409,109187,104053
27414,109164,104044
27418,109162,104048
27423,109177,104063
27428,109171,104026
27433,109182,104021
27439,109187,104013
27444,109179,103990
27449,109128,104000
27454,109131,103989
27458,109156,103948
27463,109141,103936
27468,109141,103894
27473,109177,103859
27479,109190,103877
27484,109145,103854
27489,109119,103827
27494,109095,103802
27498,109118,103789
27503,109130,103766
27508,109128,103766
27513,109153,103752
27518,109166,103741
27524,109131,103731
27529,109105,103719
27534,109075,103722
27538,109102,103704
27543,109126,103704
27548,109105,103726
27553,109123,103703
27558,109121,103696
27564,109129,103700
27569,109093,103695
27574,109080,103699
27578,109099,103678
27583,109089,103715
27588,109086,103691
27593,109092,103691
27598,109128,103707
27603,109147,103725
27609,109085,103725
27614,109061,103709
27619,109075,103711
27623,109077,103741
27628,109084,103721
27633,109092,103733
27638,109119,103730
27643,109124,103762
27649,109080,103759
27654,109057,103753
27659,109071,103774
27663,109099,103773
27668,109109,103768
27673,109106,103780
27678,109130,103778
27683,109151,103803
27688,109099,103806
27694,109077,103816
27699,109108,103856
27702,109113,103843
27707,109134,103851
27713,109122,103854
27718,109151,103855
27723,109154,103883
27728,109123,103868
27734,109104,103873
27739,109129,103881
27742,109140,103873
27747,109145,103907
27752,109159,103892
27758,109163,103896
27763,109174,103916
27768,109151,103911
27773,109119,103888
27779,109137,103924
27782,109176,103905
27787,109180,103905
27792,109161,103910
27797,109189,103913
27802,109190,103918
27808,109141,103917
27813,109117,103921
27816,109145,103936
27822,109160,103908
27827,109171,103942
27832,109176,103927
27837,109173,103939
27842,109181,103918
27847,109161,103946
27852,109132,103948
27856,109149,103937
27862,109169,103913
27867,109178,103912
27872,109190,103924
27877,109200,103929
27882,109196,103919
27887,109181,103926
27892,109154,103934
27897,109169,103908
27901,109183,103904
27907,109200,103928
27912,109203,103918
27917,109199,103919
27922,109232,103922
27927,109182,103951
27932,109153,103928
27936,109200,103919
27941,109198,103921
27947,109216,103920
27952,109201,103930
27957,109228,103935
27962,109230,103950
27967,109182,103930
27972,109168,103936
27976,109184,103942
27981,109194,103926
27986,109191,103944
27992,109213,103933
27997,109220,103939
28002,109221,103938
28007,109192,103946
28012,109171,103946
28016,109197,103971
28021,109224,103967
28026,109217,103978
28032,109217,103970
28037,109236,103967
28042,109232,103981
28047,109230,103973
28052,109174,103972
28057,109197,103972
28061,109228,103985
28066,109227,103987
28071,109211,104008
28077,109243,103994
28082,109240,103981
28087,109192,104010
28092,109176,103992
28097,109201,103986
28101,109225,104000
28106,109215,104004
28111,109229,104052
28116,109240,104014
28122,109246,104025
28127,109220,104014
28132,109188,103998
28137,109201,104018
28141,109222,104032
28146,109230,104049
28151,109223,104036
28156,109247,104050
28162,109255,104051
28167,109245,104042
28172,109183,104028
28177,109187,104038
28181,109226,104055
28186,109216,104070
28191,109210,104058
28196,109217,104072
28201,109199,104040
28207,109185,104067
28212,109144,104055
28217,109139,104094
28221,109149,104076
28226,109146,104068
28231,109142,104048
28236,109157,104093
28241,109168,104064
28247,109129,104082
28252,109085,104072
28257,109078,104068
28260,109077,104077
28265,109098,104046
28271,109090,104034
28276,109103,104021
28281,109104,103979
28286,109064,103959
28292,109035,103940
28297,109049,103905
28300,109053,103881
28305,109062,103875
28310,109060,103848
28315,109075,103839
28321,109067,103801
28326,109018,103779
28332,109004,103781
28337,109032,103758
28340,109049,103736
28345,109032,103712
28350,109061,103724
28355,109062,103714
28360,109068,103716
28365,109025,103704
28371,109010,103697
28377,109023,103707
28380,109027,103692
28385,109044,103677
28390,109050,103702
28395,109089,103667
28400,109080,103706
28405,109040,103686
28410,109001,103688
28416,109021,103698
28420,109047,103700
28425,109060,103674
28430,109047,103694
28435,109077,103694
28440,109064,103719
28445,109055,103704
28450,109002,103721
28455,109016,103712
28460,109035,103706
28465,109043,103726
28470,109043,103728
28475,109069,103752
28480,109090,103739
28485,109077,103736
28490,109029,103750
28495,109003,103790
28499,109050,103783
28505,109066,103783
28510,109069,103803
28515,109070,103819
28520,109089,103809
28525,109059,103830
28530,109033,103849
28535,109024,103838
28539,109057,103828
28545,109066,103855
28550,109061,103873
28555,109060,103887
28560,109074,103892
28565,109085,103878
28570,109038,103902
28575,109014,103894
28580,109032,103876
28584,109057,103903
28590,109073,103908
28595,109048,103924
28600,109083,103917
28605,109088,103930
28610,109034,103922
28615,109030,103916
28620,109059,103946
28624,109067,103914
28630,109082,103923
28635,109078,103928
28640,109104,103937
28645,109090,103923
28650,109058,103931
28655,109026,103939
28660,109067,103932
28665,109074,103904
28669,109079,103929
28675,109087,103928
28680,109100,103912
28685,109097,103946
28690,109084,103937
28695,109054,103940
28700,109049,103934
28705,109088,103887
28710,109087,103897
28715,109088,103914
28720,109117,103945
28725,109121,103915
28730,109084,103925
28735,109057,103938
28740,109073,103936
28745,109099,103933
28750,109079,103891
28754,109095,103928
28760,109112,103937
28765,109123,103923
28770,109091,103951
28775,109067,103931
28780,109083,103915
28785,109106,103903
28790,109090,103873
28795,109102,103906
28800,109135,103922
28805,109161,103920
28810,109089,103921
28815,109094,103949
28820,109107,103947
28825,109131,103934
28830,109125,103931
28835,109120,103924
28838,109139,103942
28844,109166,103977
28849,109125,103951
28855,109101,103948
28860,109121,103960
28865,109135,103975
28870,109144,103924
28875,109139,103910
28878,109138,103993
28883,109168,103992
28889,109121,103986
28894,109097,103990
28900,109149,103984
28905,109147,104018
28910,109149,103955
28915,109153,103973
28920,109173,103969
28923,109192,104019
28929,109145,104005
28934,109119,104010
28939,109147,104022
28944,109150,104044
28950,109167,104021
28955,109164,103987
28960,109199,103990
28963,109214,104009
28968,109179,104017
28974,109141,104030
28979,109179,104017
28984,109193,104073
28989,109183,104055
28994,109185,104041
29000,109231,104013
29005,109217,104039
29008,109179,104045
29014,109175,104048
29019,109207,104056
29024,109212,104070
29029,109189,104084
29034,109233,104069
29039,109226,104024
29044,109194,104037
29048,109159,104080
29053,109121,104071
29059,109150,104083
29064,109165,104075
29069,109163,104102
29074,109148,104092
29079,109158,104086
29084,109150,104012
29089,109106,104079
29093,109077,104095
29099,109095,104081
29104,109111,104097
29109,109081,104129
29114,109088,104149
29119,109110,104076
29124,109103,104031
29129,109042,103987
29133,109027,104002
29138,109057,103994
29144,109063,103943
29149,109067,103932
29154,109050,103914
29159,109072,103921
29164,109081,103871
29169,109042,103791
29174,109030,103789
29178,109049,103788
29184,109061,103809
29189,109046,103775
29194,109061,103790
29199,109088,103776
29204,109081,103741
29209,109024,103717
29214,109007,103687
29218,109034,103699
29223,109044,103687
29229,109071,103698
29234,109046,103693
29239,109074,103715
29244,109088,103715
29249,109029,103727
29254,109016,103659
29259,109030,103656
29263,109039,103711
29268,109043,103715
29274,109053,103700
29279,109089,103716
29284,109078,103725
29289,109036,103720
29294,109022,103723
29299,109030,103638
29304,109069,103692
29308,109066,103742
29314,109076,103739
29319,109106,103731
29324,109110,103747
29329,109047,103767
29334,109036,103769
29339,109041,103726
29344,109057,103719
29348,109065,103767
29353,109062,103803
29359,109091,103801
29364,109085,103807
29369,109071,103858
29374,109041,103864
29379,109035,103838
29384,109066,103808
29389,109080,103833
29393,109072,103877
29399,109086,103873
29404,109096,103880
29409,109076,103930
29414,109044,103932
29419,109028,103964
29424,109054,103896
29429,109066,103878
29433,109061,103941
29438,109095,103953
29444,109101,103947
29449,109072,103952
29454,109046,103938
29459,109046,103993
29464,109066,103924
29469,109076,103895
29474,109086,103926
29478,109089,103960
29484,109121,103977
29489,109083,103964
29494,109047,103998
29499,109051,103992
29504,109079,103970
29509,109081,103945
29514,109089,103919
29518,109092,103963
29523,109118,103968
29529,109060,103969
29534,109050,103949
29539,109077,103953
29544,109105,104013
29549,109103,103911
29554,109100,103931
29559,109091,103935
29563,109087,103969
29569,109078,103973
29574,109060,103965
29579,109095,103982
29584,109109,103981
29589,109106,103964
29594,109109,103892
29599,109087,103936
29602,109113,103942
29608,109096,103954
29614,109076,103968
29619,109086,103967
29624,109132,103975
29629,109102,103932
29634,109130,103935
29639,109134,103927
29642,109123,103953
29647,109098,103959
29654,109097,103971
29659,109116,103970
29664,109131,103998
29669,109137,103975
29674,109128,103973
29679,109130,103935
29682,109141,103963
29687,109096,103974
29692,109118,103970
29699,109147,103985
29704,109156,103997
29709,109141,103993
29714,109161,103974
29719,109152,103976
29722,109150,104009
29727,109111,104010
29732,109152,103995
29739,109181,104041
29744,109166,104012
29749,109168,104011
29754,109172,104000
29759,109157,103957
29764,109165,104004
29767,109165,104026
29772,109156,104025
29778,109167,104042
29784,109172,104044
29789,109169,104063
29794,109174,104051
29799,109182,104018
29804,109174,104019
29807,109163,104069
29812,109171,104055
29817,109184,104065
29822,109178,104059
29829,109203,104083
29834,109188,104101
29839,109190,104019
29844,109193,104032
29847,109195,104070
29852,109195,104086
29857,109197,104114
29862,109201,104098
29869,109217,104087
29874,109203,104127
29879,109199,104068
29884,109186,104080
29887,109184,104094
29892,109195,104110
29897,109195,104099
29902,109177,104122
29908,109171,104136
29914,109176,104134
29919,109140,104097
29924,109135,104080
29927,109134,104098
29932,109128,104142
29937,109112,104144
29942,109126,104120
29947,109114,104132
29953,109097,104162
29959,109092,104094
29964,109097,104091
29969,109089,104116
29972,109080,104106
29977,109071,104095
29982,109068,104076
29987,109066,104052
29992,109055,104051
29998,109048,104015
30003,109051,103947
30009,109069,103902
30012,109053,103921
30017,109065,103903
30022,109054,103862
30027,109056,103879
30032,109037,103834
30038,109045,103820
30043,109053,103783
30048,109049,103728
30052,109035,103767
30057,109036,103777
30062,109040,103738
30067,109053,103750
30072,109065,103746
30077,109029,103746
30083,109026,103692
30088,109033,103676
30093,109053,103695
30097,109042,103711
30102,109047,103713
30107,109041,103713
30112,109044,103762
30117,109041,103770
30123,109050,103756
30128,109045,103693
30133,109067,103686
30137,109054,103726
30142,109052,103744
30147,109055,103740
30152,109055,103759
30157,109047,103791
30162,109055,103746
30168,109068,103724
30173,109072,103734
30177,109065,103732
30182,109059,103784
30187,109066,103786
30192,109065,103773
30197,109053,103807
30202,109056,103812
30208,109079,103785
30213,109071,103780
30218,109065,103800
30222,109072,103844
30227,109064,103860
30232,109078,103900
30237,109070,103916
30242,109080,103934
30247,109070,103955
30253,109076,103880
30258,109060,103902
30262,109084,103921
30267,109077,103968
30272,109088,103943
30277,109072,103950
30282,109092,103991
30287,109097,104011
30292,109085,103955
30298,109095,103938
30303,109088,103968
30307,109106,103996
30312,109101,104000
30317,109101,104013
30322,109095,103988
30327,109113,104056
30332,109109,104005
30338,109116,103991
30343,109114,103996
30347,109115,103984
30352,109124,104005
30357,109118,104009
30362,109127,104017
30367,109120,104041
30372,109116,104040
30377,109129,104025
30383,109126,103973
30388,109142,103993
30392,109121,104014
30397,109130,104029
30402,109132,104005
30407,109126,104013
30412,109147,104052
30417,109149,103989
30423,109146,104003
30428,109155,103965
30432,109133,104013
30437,109155,104012
30442,109153,104010
30447,109148,104011
30452,109153,104013
30457,109154,103995
30462,109161,103964
30468,109150,103935
30473,109160,103974
30477,109170,104003
30482,109148,104007
30487,109158,104007
30492,109161,104045
30497,109185,104040
30502,109157,104037
30508,109166,103963
30513,109158,103971
30517,109183,104011
30522,109182,104025
30527,109173,104008
30532,109183,104018
30537,109184,104054
30542,109177,104065
30547,109182,104019
30553,109195,103977
30558,109186,104022
30562,109190,104010
30567,109205,104025
30572,109191,104011
30577,109179,104029
30582,109185,104054
30587,109198,104042
30593,109176,104016
30598,109189,104016
30602,109206,104048
30607,109201,104053
30612,109211,104064
30617,109203,104049
30622,109219,104086
30627,109217,104096
30632,109213,104035
30638,109218,104016
30643,109227,104040
